,cell_type,sex,race,count,percentage
3777,gamma-delta T cell,male,European,432,0.00034588223990776476
3778,regulatory T cell,male,European,276,0.00022098031994107191
3779,transitional stage B cell,male,European,155,0.000124101266633573
3780,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,2414,0.0019327771461512594
3781,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,123,9.848035997373857e-05
3782,"central memory CD4-positive, alpha-beta T cell",male,European,2519,0.002016845746128841
3783,"effector memory CD4-positive, alpha-beta T cell",male,European,218,0.000174542426620122
3784,"central memory CD8-positive, alpha-beta T cell",male,European,96,7.686271997950327e-05
3785,"effector memory CD8-positive, alpha-beta T cell",male,European,1232,0.0009864049064036253
3786,"CD4-positive, alpha-beta cytotoxic T cell",male,European,103,8.246729331134206e-05
3787,"CD16-negative, CD56-bright natural killer cell, human",male,European,48,3.8431359989751637e-05
3788,mucosal invariant T cell,male,European,63,5.044115998654903e-05
3789,plasmablast,male,European,31,2.48202533267146e-05
3790,conventional dendritic cell,male,European,39,3.1225479991673205e-05
3791,CD14-positive monocyte,male,European,255,0.00020416659994555557
3792,innate lymphoid cell,male,European,1,8.006533331198258e-07
3793,"CD14-low, CD16-positive monocyte",male,European,88,7.045749331454467e-05
3794,double negative thymocyte,male,European,14,1.1209146663677561e-05
3795,hematopoietic precursor cell,male,European,20,1.6013066662396517e-05
3796,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3797,erythrocyte,male,European,2,1.6013066662396515e-06
3798,platelet,male,European,12,9.607839997437909e-06
3799,dendritic cell,male,European,2,1.6013066662396515e-06
3800,natural killer cell,male,European,1930,0.0015452609329212638
3801,"CD4-positive, alpha-beta T cell",male,European,9,7.205879998078432e-06
3802,"CD8-positive, alpha-beta T cell",male,European,4,3.202613332479303e-06
3803,plasmacytoid dendritic cell,male,European,7,5.604573331838781e-06
3804,memory B cell,male,European,119,9.527774664125927e-05
3805,naive B cell,male,European,227,0.00018174830661820044
3806,gamma-delta T cell,male,European,161,0.00012890518663229194
3807,regulatory T cell,male,European,239,0.00019135614661563836
3808,transitional stage B cell,male,European,65,5.204246665278868e-05
3809,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1426,0.0011417316530288716
3810,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,107,8.566990664382136e-05
3811,"central memory CD4-positive, alpha-beta T cell",male,European,1718,0.0013755224262998608
3812,"effector memory CD4-positive, alpha-beta T cell",male,European,180,0.00014411759996156863
3813,"central memory CD8-positive, alpha-beta T cell",male,European,73,5.844769331774728e-05
3814,"effector memory CD8-positive, alpha-beta T cell",male,European,1962,0.001570881839581098
3815,"CD4-positive, alpha-beta cytotoxic T cell",male,European,339,0.00027142147992762096
3816,"CD16-negative, CD56-bright natural killer cell, human",male,European,50,4.003266665599129e-05
3817,mucosal invariant T cell,male,European,86,6.885618664830501e-05
3818,plasmablast,male,European,11,8.807186664318084e-06
3819,conventional dendritic cell,male,European,24,1.9215679994875818e-05
3820,CD14-positive monocyte,male,European,334,0.0002674182132620218
3821,innate lymphoid cell,male,European,1,8.006533331198258e-07
3822,"CD14-low, CD16-positive monocyte",male,European,130,0.00010408493330557735
3823,double negative thymocyte,male,European,5,4.003266665599129e-06
3824,hematopoietic precursor cell,male,European,10,8.006533331198258e-06
3825,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
3826,platelet,male,European,6,4.8039199987189546e-06
3827,dendritic cell,male,European,1,8.006533331198258e-07
3828,natural killer cell,male,European,729,0.000583676279844353
3829,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
3830,"CD8-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
3831,plasmacytoid dendritic cell,male,European,3,2.4019599993594773e-06
3832,memory B cell,male,European,128,0.0001024836266393377
3833,naive B cell,male,European,200,0.00016013066662396515
3834,gamma-delta T cell,male,European,231,0.00018495091995067976
3835,regulatory T cell,male,European,135,0.00010808819997117648
3836,transitional stage B cell,male,European,70,5.604573331838781e-05
3837,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1066,0.0008534964531057343
3838,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,91,7.285945331390414e-05
3839,"central memory CD4-positive, alpha-beta T cell",male,European,1324,0.0010600650130506493
3840,"effector memory CD4-positive, alpha-beta T cell",male,European,74,5.924834665086711e-05
3841,"central memory CD8-positive, alpha-beta T cell",male,European,77,6.165030665022658e-05
3842,"effector memory CD8-positive, alpha-beta T cell",male,European,851,0.0006813559864849718
3843,"CD4-positive, alpha-beta cytotoxic T cell",male,European,57,4.563723998783007e-05
3844,"CD16-negative, CD56-bright natural killer cell, human",male,European,51,4.0833319989111116e-05
3845,mucosal invariant T cell,male,European,18,1.4411759996156865e-05
3846,plasmablast,male,European,18,1.4411759996156865e-05
3847,conventional dendritic cell,male,European,14,1.1209146663677561e-05
3848,CD14-positive monocyte,male,European,243,0.00019455875994811768
3849,innate lymphoid cell,male,European,1,8.006533331198258e-07
3850,"CD14-low, CD16-positive monocyte",male,European,39,3.1225479991673205e-05
3851,double negative thymocyte,male,European,2,1.6013066662396515e-06
3852,hematopoietic precursor cell,male,European,5,4.003266665599129e-06
3853,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3854,platelet,male,European,2,1.6013066662396515e-06
3855,natural killer cell,male,European,86,6.885618664830501e-05
3856,plasmacytoid dendritic cell,male,European,4,3.202613332479303e-06
3857,memory B cell,male,European,18,1.4411759996156865e-05
3858,naive B cell,male,European,14,1.1209146663677561e-05
3859,gamma-delta T cell,male,European,18,1.4411759996156865e-05
3860,regulatory T cell,male,European,18,1.4411759996156865e-05
3861,transitional stage B cell,male,European,3,2.4019599993594773e-06
3862,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,38,3.042482665855338e-05
3863,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,16,1.2810453329917212e-05
3864,"central memory CD4-positive, alpha-beta T cell",male,European,107,8.566990664382136e-05
3865,"effector memory CD4-positive, alpha-beta T cell",male,European,21,1.6813719995516342e-05
3866,"central memory CD8-positive, alpha-beta T cell",male,European,9,7.205879998078432e-06
3867,"effector memory CD8-positive, alpha-beta T cell",male,European,399,0.00031946067991481047
3868,"CD4-positive, alpha-beta cytotoxic T cell",male,European,17,1.3611106663037038e-05
3869,"CD16-negative, CD56-bright natural killer cell, human",male,European,2,1.6013066662396515e-06
3870,mucosal invariant T cell,male,European,5,4.003266665599129e-06
3871,plasmablast,male,European,6,4.8039199987189546e-06
3872,conventional dendritic cell,male,European,10,8.006533331198258e-06
3873,CD14-positive monocyte,male,European,116,9.28757866418998e-05
3874,innate lymphoid cell,male,European,1,8.006533331198258e-07
3875,"CD14-low, CD16-positive monocyte",male,European,27,2.1617639994235298e-05
3876,double negative thymocyte,male,European,1,8.006533331198258e-07
3877,peripheral blood mononuclear cell,male,European,1,8.006533331198258e-07
3878,erythrocyte,male,European,1,8.006533331198258e-07
3879,natural killer cell,male,European,519,0.0004155390798891896
3880,plasmacytoid dendritic cell,male,European,3,2.4019599993594773e-06
3881,memory B cell,male,European,51,4.0833319989111116e-05
3882,naive B cell,male,European,322,0.0002578103732645839
3883,gamma-delta T cell,male,European,29,2.321894666047495e-05
3884,regulatory T cell,male,European,75,6.004899998398693e-05
3885,transitional stage B cell,male,European,104,8.326794664446188e-05
3886,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,865,0.0006925651331486492
3887,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,18,1.4411759996156865e-05
3888,"central memory CD4-positive, alpha-beta T cell",male,European,1094,0.0008759147464330894
3889,"effector memory CD4-positive, alpha-beta T cell",male,European,85,6.80555333151852e-05
3890,"central memory CD8-positive, alpha-beta T cell",male,European,31,2.48202533267146e-05
3891,"effector memory CD8-positive, alpha-beta T cell",male,European,409,0.00032746721324600876
3892,"CD4-positive, alpha-beta cytotoxic T cell",male,European,59,4.723854665406972e-05
3893,"CD16-negative, CD56-bright natural killer cell, human",male,European,26,2.081698666111547e-05
3894,mucosal invariant T cell,male,European,14,1.1209146663677561e-05
3895,plasmablast,male,European,3,2.4019599993594773e-06
3896,conventional dendritic cell,male,European,10,8.006533331198258e-06
3897,CD14-positive monocyte,male,European,93,7.44607599801438e-05
3898,"CD14-low, CD16-positive monocyte",male,European,83,6.645422664894554e-05
3899,double negative thymocyte,male,European,4,3.202613332479303e-06
3900,hematopoietic precursor cell,male,European,2,1.6013066662396515e-06
3901,platelet,male,European,3,2.4019599993594773e-06
3902,natural killer cell,male,European,655,0.0005244279331934859
3903,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
3904,plasmacytoid dendritic cell,male,European,9,7.205879998078432e-06
3905,memory B cell,male,European,66,5.28431199859085e-05
3906,naive B cell,male,European,121,9.687905330749892e-05
3907,gamma-delta T cell,male,European,39,3.1225479991673205e-05
3908,regulatory T cell,male,European,69,5.524507998526798e-05
3909,transitional stage B cell,male,European,64,5.124181331966885e-05
3910,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,529,0.0004235456132203878
3911,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,48,3.8431359989751637e-05
3912,"central memory CD4-positive, alpha-beta T cell",male,European,798,0.0006389213598296209
3913,"effector memory CD4-positive, alpha-beta T cell",male,European,85,6.80555333151852e-05
3914,"central memory CD8-positive, alpha-beta T cell",male,European,55,4.403593332159042e-05
3915,"effector memory CD8-positive, alpha-beta T cell",male,European,934,0.0007478102131339173
3916,"CD4-positive, alpha-beta cytotoxic T cell",male,European,63,5.044115998654903e-05
3917,"CD16-negative, CD56-bright natural killer cell, human",male,European,9,7.205879998078432e-06
3918,mucosal invariant T cell,male,European,26,2.081698666111547e-05
3919,plasmablast,male,European,2,1.6013066662396515e-06
3920,conventional dendritic cell,male,European,19,1.521241332927669e-05
3921,CD14-positive monocyte,male,European,107,8.566990664382136e-05
3922,innate lymphoid cell,male,European,1,8.006533331198258e-07
3923,"CD14-low, CD16-positive monocyte",male,European,80,6.405226664958607e-05
3924,double negative thymocyte,male,European,4,3.202613332479303e-06
3925,hematopoietic precursor cell,male,European,3,2.4019599993594773e-06
3926,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
3927,platelet,male,European,9,7.205879998078432e-06
3928,dendritic cell,male,European,1,8.006533331198258e-07
3929,natural killer cell,male,European,472,0.00037790837323255775
3930,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
3931,plasmacytoid dendritic cell,male,European,8,6.405226664958606e-06
3932,memory B cell,male,European,71,5.684638665150763e-05
3933,naive B cell,male,European,250,0.00020016333327995645
3934,gamma-delta T cell,male,European,56,4.4836586654710246e-05
3935,regulatory T cell,male,European,92,7.366010664702397e-05
3936,transitional stage B cell,male,European,81,6.485291998270588e-05
3937,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,626,0.0005012089865330109
3938,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,48,3.8431359989751637e-05
3939,"central memory CD4-positive, alpha-beta T cell",male,European,898,0.0007189866931416036
3940,"effector memory CD4-positive, alpha-beta T cell",male,European,110,8.807186664318083e-05
3941,"central memory CD8-positive, alpha-beta T cell",male,European,40,3.2026133324793034e-05
3942,"effector memory CD8-positive, alpha-beta T cell",male,European,438,0.0003506861599064837
3943,"CD4-positive, alpha-beta cytotoxic T cell",male,European,45,3.602939999039216e-05
3944,"CD16-negative, CD56-bright natural killer cell, human",male,European,16,1.2810453329917212e-05
3945,mucosal invariant T cell,male,European,11,8.807186664318084e-06
3946,plasmablast,male,European,13,1.0408493330557734e-05
3947,conventional dendritic cell,male,European,7,5.604573331838781e-06
3948,CD14-positive monocyte,male,European,87,6.965683998142484e-05
3949,innate lymphoid cell,male,European,2,1.6013066662396515e-06
3950,"CD14-low, CD16-positive monocyte",male,European,23,1.8415026661755993e-05
3951,double negative thymocyte,male,European,7,5.604573331838781e-06
3952,hematopoietic precursor cell,male,European,2,1.6013066662396515e-06
3953,platelet,male,European,1,8.006533331198258e-07
3954,dendritic cell,male,European,1,8.006533331198258e-07
3955,natural killer cell,male,European,423,0.0003386763599096863
3956,"CD4-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
3957,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
